ID PCA,Grupo,Subgrupo,Classe,ID,Descrição,Unidade,Quantidade,Valor Unitário,Valor Total Estimado,Demandante,SIGLA,Quantidade (num),Valor Unitário (num),Valor Total Estimado (num)
9375,"SERVIÇOS MÉDICOS, HOSPITALARES, ODONTOLÓGICOS E LABORATORIAIS","SERVIÇOS DE PROFILAXIAS, LIMPEZA E DESINFECÇÃO HOSPITALAR","SERVIÇO DE LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO",508589,"SERVIÇO DE LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO , CARACTERÍSTICA(S): ESPECIALIZADO EM LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO DE ÁREAS INTERNAS ASSEMELHADAS A ÁREAS MÉDICAS HOSPITALARES, CUMPRINDO 12H DIURNO NA ESCALA DE 12 X 36 HORAS, COM INSALUBRIDADE MENSAL, COM FORNECIMENTO DE MÃO-DE-OBRA, MATERIAIS E EQUIPAMENTOS, CARACTERÍSTICAS ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",POSTO,240," R$ 10.169,04 "," R$ 2.440.569,60 ",DIRETORIA DE MATERNIDADE DR. MOURA TAPAJÓZ,DMMT,240.0,10169.04,2440569.6
9313,"SERVIÇOS MÉDICOS, HOSPITALARES, ODONTOLÓGICOS E LABORATORIAIS","SERVIÇOS DE PROFILAXIAS, LIMPEZA E DESINFECÇÃO HOSPITALAR","SERVIÇO DE LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO",508589,"SERVIÇO DE LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO , CARACTERÍSTICA(S): ESPECIALIZADO EM LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO DE ÁREAS INTERNAS ASSEMELHADAS A ÁREAS MÉDICAS HOSPITALARES, CUMPRINDO 12H DIURNO NA ESCALA DE 12 X 36 HORAS, COM INSALUBRIDADE MENSAL, COM FORNECIMENTO DE MÃO-DE-OBRA, MATERIAIS E EQUIPAMENTOS, CARACTERÍSTICAS ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.(ID CADASTRADO NO CONTRATO Nº.055/2023)",POSTO,144," R$ 10.169,04 "," R$ 1.464.341,76 ",CONTRATOS VIGENTES - SEMSA,CONTRATOS,144.0,10169.04,1464341.76
9376,"SERVIÇOS MÉDICOS, HOSPITALARES, ODONTOLÓGICOS E LABORATORIAIS","SERVIÇOS DE PROFILAXIAS, LIMPEZA E DESINFECÇÃO HOSPITALAR","SERVIÇO DE LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO",508590,"SERVIÇO DE LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO , CARACTERÍSTICA(S): ESPECIALIZADO EM LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO DE ÁREAS INTERNAS ASSEMELHADAS A ÁREAS MÉDICAS HOSPITALARES, CUMPRINDO 12H NOTURNAS NA ESCALA DE 12 X 36 HORAS, COM INSALUBRIDADE MENSAL, COM FORNECIMENTO DE MÃO-DE-OBRA, MATERIAIS E EQUIPAMENTOS, CARACTERÍSTICAS ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",POSTO,144," R$ 11.822,50 "," R$ 1.702.440,00 ",DIRETORIA DE MATERNIDADE DR. MOURA TAPAJÓZ,DMMT,144.0,11822.5,1702440.0
9314,"SERVIÇOS MÉDICOS, HOSPITALARES, ODONTOLÓGICOS E LABORATORIAIS","SERVIÇOS DE PROFILAXIAS, LIMPEZA E DESINFECÇÃO HOSPITALAR","SERVIÇO DE LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO",508590,"SERVIÇO DE LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO , CARACTERÍSTICA(S): ESPECIALIZADO EM LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO DE ÁREAS INTERNAS ASSEMELHADAS A ÁREAS MÉDICAS HOSPITALARES, CUMPRINDO 12H NOTURNAS NA ESCALA DE 12 X 36 HORAS, COM INSALUBRIDADE MENSAL, COM FORNECIMENTO DE MÃO-DE-OBRA, MATERIAIS E EQUIPAMENTOS, CARACTERÍSTICAS ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.(ID CADASTRADO NO CONTRATO Nº.055/2023)",POSTO,144," R$ 11.822,50 "," R$ 1.702.440,00 ",CONTRATOS VIGENTES - SEMSA,CONTRATOS,144.0,11822.5,1702440.0
8003,MATERIAL HOSPITALAR,"MATERIAL, ACESSÓRIOS E UTENSÍLIOS PARA USO EM HOSPITAIS E AMBULATÓRIOS",CABO PARA BISTURI,508668,"CABO PARA BISTURI CABO, NUMERAÇÃO: 04, APLICAÇÃO: PARA BISTURI COM LÂMINAS DE Nº18 A Nº36, MATERIAL (IS): AÇO INOX, DIMENSÃO(ÕES): 13,5CM DE COMPRIMENTO, VARIAÇÃO ACEITÁVEL DE ±5%, CARACTERÍSTICA(S) ADICIONAL(IS): REGISTRO NA ANVISA.",UNIDADE,20," R$ 10,31 "," R$ 206,20 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,20.0,10.31,206.2
6294,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS LABORATORIAIS,CENTRÍFUGA,508597,"CENTRÍFUGA , TIPO:DE BANCADA; APLICAÇÃO: EM LABORATÓRIOS DE ANÁLISES CLINICAS; CARACTERÍSTICA(S) ADICIONAL(IS): CAPACIDADE MÍNIMA DE 32 E MÁXIMA DE 40 TUBOS DE 15 ML; COM ROTAÇÃO HORIZONTAL MÁXIMA AJUSTÁVEL NO INTERVALO ENTRE: 3.500 A 4000 RPM; TEMPO DE CENTRIFUGAÇÃO PROGRAMÁVEL DE 1 A 999 MINUTOS; PROTEÇÃO CONTRA DESBALANCEAMENTO COM PARADA AUTOMÁTICA; COM SISTEMA DE TRAVA DE SEGURANÇA NA TAMPA; COM GABINETE EM AÇO CARBONO, COM PINTURA ELETROSTÁTICA; PÉS TIPO VENTOSA; ALIMENTAÇÃO: 110/220 V, 50/60HZ; MANUAL DE INSTRUÇÃO EM PORTUGUÊS; CADASTRO NA ANVISA: GARANTIA MÍNIMA DE 1 ANO.",UNIDADE,18," R$ 5.685,00 "," R$ 102.330,00 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,18.0,5685.0,102330.0
6122,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS ODONTOLÓGICOS,POSICIONADOR DE FILME,508600,"POSICIONADOR DE FILME , TIPO: ADULTO; APLICAÇÃO: AUXILIA MA TOMADA RADIOGRÁFICA; CARACTERÍSTICA(S) ADICIONAL(IS): AUTOCLAVÁVEL.",UNIDADE,20," R$ 63,29 "," R$ 1.265,80 ",DIRETORIA DE ATENÇÃO PRIMÁRIA,DAP,20.0,63.29,1265.8
6260,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS LABORATORIAIS,PINÇA,508612,"PINÇA , TIPO: DENTE DE RATO APLICAÇÃO: MANUSEIO DE TECIDOS MOLES MATERIAL(IS): AÇO INOX ,DIMENSÃO(ÕES): 14 CM CARACTERÍSTICA(S) ADICIONAL(IS): A SER DEFINIDO UNIDADE DE FORNECIMENTO : UNIDADE",UNIDADE,50," R$ 13,89 "," R$ 694,50 ",DIRETORIA DE ATENÇÃO PRIMÁRIA,DAP,50.0,13.89,694.5
6260,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS LABORATORIAIS,PINÇA,508612,"PINÇA , TIPO: DENTE DE RATO APLICAÇÃO: MANUSEIO DE TECIDOS MOLES MATERIAL(IS): AÇO INOX ,DIMENSÃO(ÕES): 14 CM CARACTERÍSTICA(S) ADICIONAL(IS): A SER DEFINIDO UNIDADE DE FORNECIMENTO : UNIDADE",UNIDADE,36," R$ 13,89 "," R$ 500,04 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,36.0,13.89,500.04
6179,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS HOSPITALARES,LÂMINA DE LARINGOSCÓPIO,508614,"LÂMINA DE LARINGOSCÓPIO , TIPO: RETA N°3 APLICAÇÃO: PARA AUXILIAR NA TÉCNICA DE INTUBAÇÃO NASO OU ORO-TRAQUEAL. MATERIAL(IS): AÇO INOX COR(ES) E PERSONALIZAÇÃO: A SER DEFINIDO DIMENSÃO(ÕES): A SER DEFINIDO CARACTERÍSTICA(S) ADICIONAL(IS): COM LÂMPADA UNIDADE DE FORNECIMENTO : UNIDADE",UNIDADE,15," R$ 94,14 "," R$ 1.412,10 ",DIRETORIA DE REDE PRÉ-HOSPITALAR MÓVEL E SANITÁRIO,DREMPS,15.0,94.14,1412.1
6178,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS HOSPITALARES,LÂMINA DE LARINGOSCÓPIO,508619,"LÂMINA DE LARINGOSCÓPIO , TIPO: RETA INFANTIL Nº2 APLICAÇÃO: PARA AUXILIAR NA TÉCNICA DE INTUBAÇÃO NASO OU ORO-TRAQUEAL. MATERIAL(IS): AÇO INOX COR(ES) E PERSONALIZAÇÃO: A SER DEFINIDO DIMENSÃO(ÕES): Nº2 CARACTERÍSTICA(S) ADICIONAL(IS): COM LÂMPADA UNIDADE DE FORNECIMENTO : UNIDADE",UNIDADE,15," R$ 439,55 "," R$ 6.593,25 ",DIRETORIA DE REDE PRÉ-HOSPITALAR MÓVEL E SANITÁRIO,DREMPS,15.0,439.55,6593.25
6177,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS HOSPITALARES,LÂMINA DE LARINGOSCÓPIO,508620,"LÂMINA DE LARINGOSCÓPIO , TIPO: RETA Nº1 NEO APLICAÇÃO: PARA AUXILIAR NA TÉCNICA DE INTUBAÇÃO NASO OU ORO-TRAQUEAL. MATERIAL(IS): AÇO INOX COR(ES) E PERSONALIZAÇÃO: A SER DEFINIDO DIMENSÃO(ÕES):Nº 1 CARACTERÍSTICA(S) ADICIONAL(IS): COM LÂMPADA. UNIDADE DE FORNECIMENTO : UNIDADE",UNIDADE,15," R$ 91,22 "," R$ 1.368,30 ",DIRETORIA DE REDE PRÉ-HOSPITALAR MÓVEL E SANITÁRIO,DREMPS,15.0,91.22,1368.3
6181,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS HOSPITALARES,LÂMINA DE LARINGOSCÓPIO,508621,"LÂMINA DE LARINGOSCÓPIO , TIPO: RETA Nº5 APLICAÇÃO: PARA AUXILIAR NA TÉCNICA DE INTUBAÇÃO NASO OU ORO-TRAQUEAL. MATERIAL(IS): AÇO INOX COR(ES) E PERSONALIZAÇÃO: A SER DEFINIDO DIMENSÃO(ÕES): Nº5 CARACTERÍSTICA(S) ADICIONAL(IS): COM LÂMPADA. UNIDADE DE FORNECIMENTO : UNIDADE",UNIDADE,15," R$ 95,43 "," R$ 1.431,45 ",DIRETORIA DE REDE PRÉ-HOSPITALAR MÓVEL E SANITÁRIO,DREMPS,15.0,95.43,1431.45
6180,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS HOSPITALARES,LÂMINA DE LARINGOSCÓPIO,508622,"LÂMINA DE LARINGOSCÓPIO , TIPO: RETA Nº4 APLICAÇÃO: PARA AUXILIAR NA TÉCNICA DE INTUBAÇÃO NASO OU ORO-TRAQUEAL. MATERIAL(IS): EM AÇO INOX COR(ES) E PERSONALIZAÇÃO: A SER DEFINIDO DIMENSÃO(ÕES): Nº4 CARACTERÍSTICA(S) ADICIONAL(IS): COM LÂMPADA UNIDADE DE FORNECIMENTO : UNIDADE",UNIDADE,15," R$ 112,95 "," R$ 1.694,25 ",DIRETORIA DE REDE PRÉ-HOSPITALAR MÓVEL E SANITÁRIO,DREMPS,15.0,112.95,1694.25
7220,MÁQUINAS E EQUIPAMENTOS ENERGÉTICOS,"MÁQUINAS, E EQUIPAMENTOS ENERGÉTICOS",NOBREAK,508628,"NOBREAK , APRESENTAÇÃO: CONTENDO DE 06 A 08 TOMADAS DE SAÍDA, ALARME PARA SINALIZAÇÃO DE EVENTUAIS QUEDAS DE REDE, APLICAÇÃO: PROTEÇÃO ELETRÔNICA CONTRA SOBRECARGA DE ENERGIA, SUBTENSÃO, SOBRETENSÃO E CURTO-CIRCUITO, POTÊNCIA: 1200VA, TENSÃO: BIVOLT, FREQUÊNCIA: 50/60HZ, CARACTERÍSTICA(S) ADICIONAL(IS): NORMA TÉCNICA ABNT, GARANTIA: MÍNIMA DE 12 MESES.",UNIDADE,600," R$ 1.200,00 "," R$ 720.000,00 ",DIRETORIA DE TECNOLOGIA DA INFORMAÇÃO,DTI,600.0,1200.0,720000.0
6050,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS LABORATORIAIS,CENTRÍFUGA,508629,"CENTRÍFUGA CENTRÍFUGA REFRIGERADA TIPO: DE BANCADA MICROPROCESSADA APLICAÇÃO: SEDIMENTANDO PEQUENAS AMOSTRAS E PARA AS ÁREAS DE ENGENHARIA GENÉTICA, MICROBIOLOGIA, VIROLOGIA, ENTRE OUTROS, ONDE A TEMPERATURA DE CENTRIFUGAÇÃO TEM IMPORTÂNCIA RELEVANTE. MATERIAL(IS):GABINETE E TAMPA SUPERIOR EM AÇO CARBONO COM TRATAMENTO ANTICORROSIVO E ACABAMENTO EM EPÓXI TEXTURIZADO ELETROSTÁTICO. APRESENTAR PÉS DE BORRACHA, APRESENTAR PAINEL FRONTAL EM POLICARBONATO COM INDICAÇÃO DE FUNÇÕES. DIMENSÃO:(LXPXA) DE 800 X 670 X 485 MM GARANTIA1 ANO CARACTERÍSTICA(S) ADICIONAL(IS): PARA VOLUMES ATÉ 2,4 LITROS. COM DISPLAY DIGITAL LCD ALFANUMÉRICO COM ILUMINAÇÃO INTERNA, FORNECER INDICAÇÃO DIRETA DE VELOCIDADE (RPM), FORÇA CENTRIFUGA (RCF), TEMPO (MIN./S), TEMPERATURA (C°), E MENSAGENS DE DESBALANCEAMENTO E TAMPA ABERTA, PERMITIR VISUALIZAÇÃO DE TODOS OS PARÂMETROS. APRESENTAR SISTEMA DE SELEÇÃO DO ROTOR NO TECLADO. ARMAZENAR A ÚLTIMA CONFIGURAÇÃO NA MEMÓRIA. POSSUIR ATÉ 30 PROGRAMAS DE MEMÓRIA PRÉ-PROGRAMÁVEIS (RECEITAS).APRESENTAR CONTROLADOR DE TEMPERATURA MICROPROCESSADO COM RESOLUÇÃO DE 1°C, COM SENSOR TIPO PT 100.APRESENTAR TEMPERATURA DE APROXIMADAMENTE -10°C A 40°C, COM AJUSTE DE 1°C EM 1°C.APRESENTAR REFRIGERAÇÃO ATRAVÉS DE UNIDADE SELADA COM COMPRESSOR HERMÉTICO, LIVRE DE CFC.APRESENTAR CONTROLADOR DE VELOCIDADE MICROPROCESSADO ACIONADO POR INVERSOR DE FREQUÊNCIA. COM VELOCIDADE MÁXIMA DE ATÉ 6.000 RPM DEPENDENDO, COM AJUSTE DE 10 RPM EM 10 RPM.APRESENTAR TECLA INDIVIDUAL COM FUNÇÃO ""SHORT SPIN"" PARA CENTRIFUGAÇÃO RÁPIDA, PERMITIR ALCANÇAR A VELOCIDADE SELECIONADA ENQUANTO ESTIVER PRESSIONADA. APRESENTAR INTERVALO DE TEMPO DE PROCESSO DE 1 A 999 MINUTOS COM AJUSTE DE 1 EM 1 MINUTO. POSSUIR 15 NÍVEIS DE TEMPO DE ACELERAÇÃO AJUSTSHORT ÁVEL DE 20S A 300S COM AJUSTE DE 20S EM 20S.POSSUIR 10 NÍVEIS DE TEMPO DE DESACELERAÇÃO AJUSTÁVEL DE 30S A 300S COM AJUSTE DE 30S EM 30S. APRESENTAR ALARME AUDIOVISUAL APÓS O FIM DO PROCESSO DE CENTRIFUGAÇÃO. COM PARADA AUTOMÁTICA ATRAVÉS DE FREIO ELETRODINÂMICO. COM PROTEÇÃO CONTRA DESBALANCEAMENTO. COM TRAVA ELETROMECÂNICA PARA NÃO PERMITIR A ABERTURA DA TAMPA DURANTE O PROCESSO DE CENTRIFUGAÇÃO. COM TAMPA SUPERIOR COM AMORTECEDORES E VISOR PARA MEDIR A ROTAÇÃO. APRESENTAR CUBA DE CENTRIFUGAÇÃO EM ALUMÍNIO INOX. APRESENTAR TECLADO TIPO SOFT-TOUCH. APRESENTAR COMPRESSOR HERMÉTICO DE ½ CV, MOTOR DE INDUÇÃO CA SEM ESCOVAS, COM POTÊNCIA DE 1/5 CV, COM FUSÍVEL DE SEGURANÇA. ALIMENTAÇÃO: 110 OU BIVOLT, 50/60 HZ E POTÊNCIA DE 1.500 W. COM CABO DE ALIMENTAÇÃO COM PLUG CONFORME NORMA ABNT NBR 14136. UNIDADE DE FORNECIMENTO : UNIDADE",UNIDADE,4," R$ 8.700,00 "," R$ 34.800,00 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,4.0,8700.0,34800.0
8319,MATERIAL HOSPITALAR,"MATERIAL, ACESSÓRIOS E UTENSÍLIOS PARA USO EM HOSPITAIS E AMBULATÓRIOS",TESOURA,508670,"TESOURA TESOURA; TIPO: METZENBAUM CURVA; APLICAÇÃO: USO HOSPITALAR; MATERIAL(IS): AÇO INOX; DIMENSÃO(ÕES): 16CM; CARACTERÍSTICA(S) ADICIONAL(IS): : EMBALAGEM PLÁSTICA INDIVIDUAL, CONSTANDO OS DADOS DE IDENTIFICAÇÃO, PROCEDÊNCIA E RASTREABILIDADE; UNIDADE DE FORNECIMENTO : UNIDADE.",UNIDADE,15," R$ 27,67 "," R$ 415,05 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,15.0,27.67,415.05
8322,MATERIAL HOSPITALAR,"MATERIAL, ACESSÓRIOS E UTENSÍLIOS PARA USO EM HOSPITAIS E AMBULATÓRIOS",TESOURA,508671,TESOURA TESOURA TIPO: SPENCE RETA APLICAÇÃO: USO MÉDICO E CIRÚRGICO MATERIAL(IS): AÇO INOX COR(ES) E PERSONALIZAÇÃO: A SER DEFINIDO DIMENSÃO(ÕES): 13 CM CARACTERÍSTICA(S) ADICIONAL(IS): A SER DEFINIDO UNIDADE DE FORNECIMENTO : UNIDADE,UNIDADE,60," R$ 36,77 "," R$ 2.206,20 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,60.0,36.77,2206.2
9012,MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS,"FERRAGENS E ARTEFATOS DE METAL, DE PLÁSTICO E ABRASIVO",ORGANIZADOR,509455,"ORGANIZADOR , TIPO: RÉGUA, APLICAÇÃO: PARA FIOS E CABOS, MATERIAL(IS): AÇO, COR(ES): A SER DEFINIDA, DIMENSÃO(ÕES): 19POL X 1U X 50MM (L X A X P).",UNIDADE,30," R$ 27,52 "," R$ 825,60 ",DIRETORIA DE TECNOLOGIA DA INFORMAÇÃO,DTI,30.0,27.52,825.6
6050,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS LABORATORIAIS,CENTRÍFUGA,508629,"CENTRÍFUGA CENTRÍFUGA REFRIGERADA TIPO: DE BANCADA MICROPROCESSADA APLICAÇÃO: SEDIMENTANDO PEQUENAS AMOSTRAS E PARA AS ÁREAS DE ENGENHARIA GENÉTICA, MICROBIOLOGIA, VIROLOGIA, ENTRE OUTROS, ONDE A TEMPERATURA DE CENTRIFUGAÇÃO TEM IMPORTÂNCIA RELEVANTE. MATERIAL(IS):GABINETE E TAMPA SUPERIOR EM AÇO CARBONO COM TRATAMENTO ANTICORROSIVO E ACABAMENTO EM EPÓXI TEXTURIZADO ELETROSTÁTICO. APRESENTAR PÉS DE BORRACHA, APRESENTAR PAINEL FRONTAL EM POLICARBONATO COM INDICAÇÃO DE FUNÇÕES. DIMENSÃO:(LXPXA) DE 800 X 670 X 485 MM GARANTIA1 ANO CARACTERÍSTICA(S) ADICIONAL(IS): PARA VOLUMES ATÉ 2,4 LITROS. COM DISPLAY DIGITAL LCD ALFANUMÉRICO COM ILUMINAÇÃO INTERNA, FORNECER INDICAÇÃO DIRETA DE VELOCIDADE (RPM), FORÇA CENTRIFUGA (RCF), TEMPO (MIN./S), TEMPERATURA (C°), E MENSAGENS DE DESBALANCEAMENTO E TAMPA ABERTA, PERMITIR VISUALIZAÇÃO DE TODOS OS PARÂMETROS. APRESENTAR SISTEMA DE SELEÇÃO DO ROTOR NO TECLADO. ARMAZENAR A ÚLTIMA CONFIGURAÇÃO NA MEMÓRIA. POSSUIR ATÉ 30 PROGRAMAS DE MEMÓRIA PRÉ-PROGRAMÁVEIS (RECEITAS).APRESENTAR CONTROLADOR DE TEMPERATURA MICROPROCESSADO COM RESOLUÇÃO DE 1°C, COM SENSOR TIPO PT 100.APRESENTAR TEMPERATURA DE APROXIMADAMENTE -10°C A 40°C, COM AJUSTE DE 1°C EM 1°C.APRESENTAR REFRIGERAÇÃO ATRAVÉS DE UNIDADE SELADA COM COMPRESSOR HERMÉTICO, LIVRE DE CFC.APRESENTAR CONTROLADOR DE VELOCIDADE MICROPROCESSADO ACIONADO POR INVERSOR DE FREQUÊNCIA. COM VELOCIDADE MÁXIMA DE ATÉ 6.000 RPM DEPENDENDO, COM AJUSTE DE 10 RPM EM 10 RPM.APRESENTAR TECLA INDIVIDUAL COM FUNÇÃO ""SHORT SPIN"" PARA CENTRIFUGAÇÃO RÁPIDA, PERMITIR ALCANÇAR A VELOCIDADE SELECIONADA ENQUANTO ESTIVER PRESSIONADA. APRESENTAR INTERVALO DE TEMPO DE PROCESSO DE 1 A 999 MINUTOS COM AJUSTE DE 1 EM 1 MINUTO. POSSUIR 15 NÍVEIS DE TEMPO DE ACELERAÇÃO AJUSTSHORT ÁVEL DE 20S A 300S COM AJUSTE DE 20S EM 20S.POSSUIR 10 NÍVEIS DE TEMPO DE DESACELERAÇÃO AJUSTÁVEL DE 30S A 300S COM AJUSTE DE 30S EM 30S. APRESENTAR ALARME AUDIOVISUAL APÓS O FIM DO PROCESSO DE CENTRIFUGAÇÃO. COM PARADA AUTOMÁTICA ATRAVÉS DE FREIO ELETRODINÂMICO. COM PROTEÇÃO CONTRA DESBALANCEAMENTO. COM TRAVA ELETROMECÂNICA PARA NÃO PERMITIR A ABERTURA DA TAMPA DURANTE O PROCESSO DE CENTRIFUGAÇÃO. COM TAMPA SUPERIOR COM AMORTECEDORES E VISOR PARA MEDIR A ROTAÇÃO. APRESENTAR CUBA DE CENTRIFUGAÇÃO EM ALUMÍNIO INOX. APRESENTAR TECLADO TIPO SOFT-TOUCH. APRESENTAR COMPRESSOR HERMÉTICO DE ½ CV, MOTOR DE INDUÇÃO CA SEM ESCOVAS, COM POTÊNCIA DE 1/5 CV, COM FUSÍVEL DE SEGURANÇA. ALIMENTAÇÃO: 110 OU BIVOLT, 50/60 HZ E POTÊNCIA DE 1.500 W. COM CABO DE ALIMENTAÇÃO COM PLUG CONFORME NORMA ABNT NBR 14136. UNIDADE DE FORNECIMENTO : UNIDADE",UNIDADE,2," R$ 8.700,00 "," R$ 17.400,00 ",DIRETORIA DE MATERNIDADE DR. MOURA TAPAJÓZ,DMMT,2.0,8700.0,17400.0
6004,APARELHOS DE MEDIÇÃO E ORIENTAÇÃO,APARELHOS E UTENSÍLIOS DE MEDIÇÃO E CONTROLE,TERMO-HIGRÔMETRO,508642,"TERMO-HIGRÔMETRO , TIPO: DATA LOGGER, APLICAÇÃO: PARA INDICAÇÃO DE TEMPERATURA E UMIDADE EM AMBIENTES CLIMATIZADOS, APRESENTAÇÃO: COM DISPLAY DIGITAL, REGISTRO DE MÁXIMO E MÍNIMO, TEMPERATURA COM ESCALA MÍNIMA DE -40°C A -30°C, MÁXIMA DE 70°C A 85°C E PRECISÃO DE ±0,5°C A ±2°C, UMIDADE COM ESCALA DE 0% A 100% E PRECISÃO DE ±3% A ±5%, CONEXÃO USB, INTERVALO SELECIONÁVEL DE 2S A 24H, CAPACIDADE: DE 16.000 A 21.500 REGISTROS TANTO PARA TEMPERATURA QUANTO PARA UMIDADE, ALIMENTAÇÃO: BATERIA DE LÍTIO, GARANTIA: MÍNIMA DE 90 DIAS.",UNIDADE,1," R$ 231,41 "," R$ 231,41 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,1.0,231.41,231.41
6312,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR","MÓVEIS EM GERAL PARA USO EM HOSPITAIS, CLÍNICAS MÉDICA-ODONTOLÓGICAS E LABORATÓRIOS",POLTRONA,508656,"POLTRONA , TIPO: RECLINÁVEL; APLICAÇÃO: DESCANSO PARA ACOMPANHANTE OU PACIENTE; MATERIAL(IS): TUBO DE AÇO; PERSONALIZAÇÃO: A SER DEFINIDA; CARACTERÍSTICA(S) ADICIONAL(IS): ENCOSTO, ASSENTO, DESCANÇA PÉS E BRAÇOS ESTOFADOS, INTERLIGADOS ENTRE SI, REVESTIDO EM COURVIM, COM ESPUMA DE DENSIDADE MÍNIMA D23, COM MEDIDAS APROXIMADAS 1600(C)X700(L)X550(A) MM, PODENDO VARIAR +/- 10%, RECLINÁVEL EM 4(QUATRO) POSIÇÕES, COM PINTURA ELETROSTÁTICA E SAPATAS NIVELADORAS.",UNIDADE,2," R$ 1.146,00 "," R$ 2.292,00 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,2.0,1146.0,2292.0
8018,MATERIAL HOSPITALAR,"MATERIAL, ACESSÓRIOS E UTENSÍLIOS PARA USO EM HOSPITAIS E AMBULATÓRIOS",APARELHO MEDIDOR DE PRESSÃO,508660,"APARELHO MEDIDOR DE PRESSÃO APARELHO DE PRESSÃO TIPO: DIGITAL APLICAÇÃO: AFERIR PRESSÃO ARTERIAL E PULSO. MATERIAL(IS): A SER DEFINIDO COR(ES) E PERSONALIZAÇÃO: A SER DEFINIDO DIMENSÃO(ÕES): A SER DEFINIDO CARACTERÍSTICA(S) ADICIONAL(IS): ALIMENTAÇÃO: 02 PILHAS AAA, REGISTRO ANVISA UNIDADE DE FORNECIMENTO : UNIDADE",UNIDADE,18," R$ 155,06 "," R$ 2.791,08 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,18.0,155.06,2791.08
